title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Column
Restaurant Chez Fanta,3.0,1.0,G3MJ+GG9 garage dans,foulani,,NE,,+227 90 67 01 31,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Chez%20Fanta&query_place_id=ChIJjQzbv_p10BERxVmP4zZGVQE,
Entreprise Sahel-Vert,5.0,1.0,G3PG+7XH,Niamey,,NE,,+227 90 93 25 51,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Entreprise%20Sahel-Vert&query_place_id=ChIJtV-rzsZ10BERMlAaKtQ8ly0,
Bienvenue sous les manguiers,4.0,1.0,G3PJ+6PF,Niamey,,NE,,,Restaurant de grillades,https://www.google.com/maps/search/?api=1&query=Bienvenue%20sous%20les%20manguiers&query_place_id=ChIJP-BTEgCf2hERXcBZiv2JdRA,
Restaurant Kaza,3.0,1.0,"Koira-kano rue 82, Avenu des Ambassades",Niamey,,NE,,+227 87 54 53 02,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Kaza&query_place_id=ChIJiZLM4_2f2hERNBHPHDtePsg,
Tapis Rouge,2.0,1.0,H32G+8W8,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Tapis%20Rouge&query_place_id=ChIJBbek2haf2hER8SiaZzi8UL8,
Koira Kano,3.0,1.0,G3P9+RXP,Niamey,,NE,,+227 85 33 90 39,Restaurant,https://www.google.com/maps/search/?api=1&query=Koira%20Kano&query_place_id=ChIJC1-kXg6f2hERtVN1aDGg0xc,
MAK,5.0,1.0,H488+HJF château tawaye,Niamey,,NE,,+227 96 96 59 21,Restaurant de spécialités de la région de Rome,https://www.google.com/maps/search/?api=1&query=MAK&query_place_id=ChIJN_65qv-f2hERAKxXQqJd07E,
AFRIKANA,5.0,1.0,G4FQ+J9J,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=AFRIKANA&query_place_id=ChIJAzeyJQB10BER4iJZSjlVXU0,
Julien restau,4.0,1.0,,82717313,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Julien%20restau&query_place_id=ChIJ805fvIp10BERiiLMndwy2Ls,
Doukounou Zone,5.0,1.0,G49V+H34,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Doukounou%20Zone&query_place_id=ChIJla1zZ7p10BER3W05RxW2VLc,
The Goût Unique Annexe,3.0,1.0,H33H+9MQ,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=The%20Go%C3%BBt%20Unique%20Annexe&query_place_id=ChIJI7V6RwCf2hERhHnk0jzeNd4,
FastFood,3.0,1.0,H35P+HVC,Niamey,,NE,,+227 90 08 28 93,Restaurant,https://www.google.com/maps/search/?api=1&query=FastFood&query_place_id=ChIJNZFU73qf2hER56ou9N0vrKc,
Ray-food,1.0,1.0,,Niamey,,NE,,+227 90 24 10 54,Restaurant,https://www.google.com/maps/search/?api=1&query=Ray-food&query_place_id=ChIJU0NP12Sf2hERXS3O6h1RASg,
Restaurant salima gendermerie yantala,1.0,1.0,G3WW+J98,Niamey,,NE,,+227 77 77 12 12,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20salima%20gendermerie%20yantala&query_place_id=ChIJz4s5MQCf2hERvxBRdXFs1Ps,
Resto Saraw,5.0,1.0,Quartier Couron Nord à 50 mètres du rond-point Mairie garage BP 11623,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Resto%20Saraw&query_place_id=ChIJTSqRms2f2hEReyHEFMjO3Fo,
RESTAURANT LE PLATEAU DORÉ,1.0,1.0,G48M+H86 kalley EST,Niamey,,NE,,+227 92 75 87 82,Restaurant,https://www.google.com/maps/search/?api=1&query=RESTAURANT%20LE%20PLATEAU%20DOR%C3%89&query_place_id=ChIJd8Aict110BER-KfdY071zdg,
Méchoui VIP,5.0,1.0,G4J5+42G,Niamey,,NE,https://www.facebook.com/profile.php?id=100064946055894&mibextid=ZbWKwL,+227 90 52 84 84,Restauration rapide,https://www.google.com/maps/search/?api=1&query=M%C3%A9choui%20VIP&query_place_id=ChIJtYrjaAB10BER88HrLdal9F0,
NUSEB (Direction Wadata),5.0,1.0,"G47R+3PW, RN25",Niamey,,NE,,,Magasin vendant du poulet,https://www.google.com/maps/search/?api=1&query=NUSEB%20(Direction%20Wadata)&query_place_id=ChIJ12BB9bd10BERlSGmQIjDa_w,
Halal restaurant Fast food,5.0,1.0,G47P+CG,Niamey,,NE,,+227 89 39 12 06,Restaurant,https://www.google.com/maps/search/?api=1&query=Halal%20restaurant%20Fast%20food&query_place_id=ChIJMSTtfAB10BERbpm_I7ulyHE,
Drakkar,5.0,1.0,G437+QFR,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Drakkar&query_place_id=ChIJv5mJZw510BER8lM_FBoIHhk,
Palacios river,4.0,1.0,,Niamey,,NE,,+227 76 16 13 13,Restaurant,https://www.google.com/maps/search/?api=1&query=Palacios%20river&query_place_id=ChIJ-3rD-Ul10BER_9BFmLA2z6E,
Rapidos Eat,5.0,1.0,,96699196,,NE,,+227 96 69 91 96,Restaurant,https://www.google.com/maps/search/?api=1&query=Rapidos%20Eat&query_place_id=ChIJ72T8SSp10BER-jMonQegjHE,
Dîné Sofiane,5.0,1.0,G46G+J5R élevage gnalga,Niamey,,NE,,+227 84 80 30 41,Restaurant,https://www.google.com/maps/search/?api=1&query=D%C3%AEn%C3%A9%20Sofiane&query_place_id=ChIJaUbYWeN10BERDxs9-0cCgq8,
Moutari,5.0,1.0,H44C+WFG,Niamey,,NE,,+227 99 90 82 58,Restaurant,https://www.google.com/maps/search/?api=1&query=Moutari&query_place_id=ChIJh6yQgp2f2hERJrLHZlayVjs,
Hassane,5.0,1.0,G4M6+WX5,Niamey,,NE,,+227 98 98 10 30,Restaurant,https://www.google.com/maps/search/?api=1&query=Hassane&query_place_id=ChIJtxyfztp10BERHKFLaYoqt_U,
Boulangerie Patisserie DOMMO,5.0,1.0,G46G+J5F,Niamey,,NE,,+227 92 55 11 12,Restaurant,https://www.google.com/maps/search/?api=1&query=Boulangerie%20Patisserie%20DOMMO&query_place_id=ChIJFU1f8oZ10BERoDaXCuyx1gM,
A I Lil Bachet,4.0,1.0,G48H+MFH,Niamey,,NE,,+227 88 59 19 49,Restaurant,https://www.google.com/maps/search/?api=1&query=A%20I%20Lil%20Bachet&query_place_id=ChIJJyIG45V10BERg17o3rjIvNs,
AU TRES BON COIN,5.0,1.0,H36C+WP7,Niamey,,NE,,+227 90 08 34 93,Restaurant,https://www.google.com/maps/search/?api=1&query=AU%20TRES%20BON%20COIN&query_place_id=ChIJ9a_VewCf2hERMWzlYvu4UMY,
LA CUISINE NIGÉRIENNE,5.0,1.0,H3QW+9RJ,Niamey,,NE,,+227 98 24 56 56,Restaurant,https://www.google.com/maps/search/?api=1&query=LA%20CUISINE%20NIG%C3%89RIENNE&query_place_id=ChIJC2sNXACf2hERk0usnty_x4k,
Butterfly,5.0,1.0,"H493+X3Q, Unnamed Road",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Butterfly&query_place_id=ChIJn1wb442f2hER0pPvyB8dI_s,
Hb one,5.0,1.0,Restaurant Habibou,Niamey,,NE,,+227 70 25 48 38,Restaurant,https://www.google.com/maps/search/?api=1&query=Hb%20one&query_place_id=ChIJ9cMkx8ef2hER43Ie6jI7RoU,
The Loft Coffee & Chill,4.0,1.0,H37V+Q66,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=The%20Loft%20Coffee%20%26%20Chill&query_place_id=ChIJ541rO6Of2hERq2DiYjlkJpE,
Ibn hussain food,3.0,1.0,H4Q2+JXJ,Niamey,,NE,,+227 99 13 17 40,Restaurant,https://www.google.com/maps/search/?api=1&query=Ibn%20hussain%20food&query_place_id=ChIJAwR4cwCf2hERhTPpAzdBXYg,
Pyramides,5.0,1.0,G3MW+5W,Niamey,,NE,https://m.facebook.com/groups/498364164725883,+227 92 28 35 29,Restaurant,https://www.google.com/maps/search/?api=1&query=Pyramides&query_place_id=ChIJwSmJ59p10BERiP2zurA1Gmk,
Just4U chez Maman Dioma,4.0,1.0,"G4Q3+346 Union européenne, Niamey près Délégation",Niamey,,NE,,+227 92 89 82 56,Restaurant,https://www.google.com/maps/search/?api=1&query=Just4U%20chez%20Maman%20Dioma&query_place_id=ChIJw_iS_Omf2hERE9_g_ZM7ErA,
Hamza food and juice,5.0,1.0,G3GW+HQW? ??????,Niamey,,NE,,,Restaurant de hamburgers,https://www.google.com/maps/search/?api=1&query=Hamza%20food%20and%20juice&query_place_id=ChIJSaN92il10BERgxHGkiczMYM,
VIP Cafe,3.0,1.0,"G3MW+JCH, Unnamed Road",Niamey,,NE,,+227 90 87 08 01,Restaurant,https://www.google.com/maps/search/?api=1&query=VIP%20Cafe&query_place_id=ChIJV6OxqeV10BERMXHlh007S8M,
O3 chocolat,4.0,1.0,G4R3+49H,Niamey,,NE,,+227 98 62 23 08,Restaurant,https://www.google.com/maps/search/?api=1&query=O3%20chocolat&query_place_id=ChIJhRtgXgCf2hERZD2qKrJ3lek,
Restaurant Saadou Balla,2.0,1.0,H4F8+V2V,Niamey,,NE,,,Café,https://www.google.com/maps/search/?api=1&query=Restaurant%20Saadou%20Balla&query_place_id=ChIJvXub9aCf2hERx2zs43EpEpY,
TERANGA,4.0,1.0,G3PV+79P,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=TERANGA&query_place_id=ChIJ8QrTCgCf2hERPEeUtFIPqIs,
Mango Cafe Niamey,5.0,1.0,"G3GR+297, RN1",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Mango%20Cafe%20Niamey&query_place_id=ChIJFbvhESx10BERMX8DiXgmXqc,
JUST’TE POUR TOI,4.0,1.0,,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=JUST%E2%80%99TE%20POUR%20TOI&query_place_id=ChIJ7U2UT8x10BERmRo_CAiT43s,
Restauran egyptien,1.0,1.0,H476+V4X,Niamey,,NE,,,Épicerie,https://www.google.com/maps/search/?api=1&query=Restauran%20egyptien&query_place_id=ChIJd8OOTgCf2hERk_l4ef_YzmU,
BOULANGERIE PATISSERIE NIAMEY,4.5,,"G45F+J4Q, RN1",Niamey,,NE,,,Restaurant,,https://www.google.com/maps/search/?api=1&query=BOULANGERIE%20PATISSERIE%2CNIAMEY&query_place_id=ChIJH2cLNkh10BERxlILHNTbGI8
Ida's pan,,,,Zinder,,NE,,+227 88 80 00 09,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Ida's%20pan&query_place_id=ChIJM4JG1HEL0BERjExODCMEJCs,
Chez Seyni,,,"G44M+G39, Boulevard de l'Independance",Niamey,,NE,,,Restaurant servant le petit-déjeuner,https://www.google.com/maps/search/?api=1&query=Chez%20Seyni&query_place_id=ChIJC8eSQ9910BERk4WJ0udDGbI,
imrane tuk,,,F5V3+2FR,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=imrane%20tuk&query_place_id=ChIJGSb8464L0BERPQIwdxIgE-k,
Belles saveurs de Marie,,,F4MX+65,Niamey,,NE,,+227 97 77 68 60,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Belles%20saveurs%20de%20Marie&query_place_id=ChIJExzyNgAL0BERR92DVNHf9kM,
Bj,,,Unnamed Road,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Bj&query_place_id=ChIJqY-KFwgL0BERLyWDSwYPHOQ,
Fast Food,,,"G43M+846, Unnamed Road",Niamey,,NE,,,Restaurant servant le petit-déjeuner,https://www.google.com/maps/search/?api=1&query=Fast%20Food&query_place_id=ChIJP3h0T3F10BER1SpfbWb1mQA,
Allzy_Chips,,,,Niamey,,NE,,+227 97 75 46 50,Snack,https://www.google.com/maps/search/?api=1&query=Allzy_Chips&query_place_id=ChIJNTnJKY510BERwcqR2ZL4yXc,
Restaurant AC LAC,,,G32V+JG2,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20AC%20LAC&query_place_id=ChIJvXIJ_jl10BER5FjpYG-9mEo,
MyResto,,,"G447+MPC, Rue du Grand-Hotel",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=MyResto&query_place_id=ChIJgfKqCW910BERg53d0FGBKPk,
Mujé-Resto,,,G33M+87J Université Abdou Moumouni de Niamey,Niamey,,NE,,+227 90 30 52 55,Restaurant,https://www.google.com/maps/search/?api=1&query=Muj%C3%A9-Resto&query_place_id=ChIJc6EOp0V10BERzpQzw4D0NZI,
Jason Ngongbo's FooFoo,,,F4W8+XMC,Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Jason%20Ngongbo's%20FooFoo&query_place_id=ChIJETmPRCR10BEREHcM9_t0dPA,
Mohamed siradjidine mali,,,,Niamey,,NE,,+227 74 26 27 68,Restaurant familial,https://www.google.com/maps/search/?api=1&query=Mohamed%20siradjidine%20mali&query_place_id=ChIJz8vKhNd10BERdzyEwWZWmkI,
Restaurant senagalais ajojo petit marché,,,"G466+W9X, Unnamed Road",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20senagalais%20ajojo%20petit%20march%C3%A9&query_place_id=ChIJaZg_Ws510BERDVFQ1PClbX4,
Fried Chicken Headquarters,,,G455+M3P Office National des Ressources Minieres,Niamey,,NE,,,Restaurant de volaille,https://www.google.com/maps/search/?api=1&query=Fried%20Chicken%20Headquarters&query_place_id=ChIJnyuTP6Z10BEROOBpewWi_hI,
Restaurant Wankoye,,,F2XX+RMR,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Restaurant%20Wankoye&query_place_id=ChIJAzQ7Yn930BERGlsw_UpzBgA,
Restaurant Chez RAMA,,,G3P9+RXP,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Restaurant%20Chez%20RAMA&query_place_id=ChIJCbyEPDWf2hERX35rTqtndwo,
Restaurant ABM Moubaraka,,,,22775161652,,NE,,+227 91 50 07 43,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20ABM%20Moubaraka&query_place_id=ChIJXbFTVdV10BERcPn7i_ltneo,
Restaurant Togolais,,,G46G+J5R,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Togolais&query_place_id=ChIJu-FBEjd10BERT__Mh_YPK8Y,
BOUZAN COMMERCE GÉNÉRAL,,,"dh@gmail.com, Niamey Bouz",Niamey,,NE,,+227 96 40 00 15,Pizzas à emporter,https://www.google.com/maps/search/?api=1&query=BOUZAN%20COMMERCE%20G%C3%89N%C3%89RAL&query_place_id=ChIJA5izEbqd2hERgvIVAKVtYBY,
restaurant yéménite,,,,12345678,,NE,,,Restaurant yéménite,https://www.google.com/maps/search/?api=1&query=restaurant%20y%C3%A9m%C3%A9nite&query_place_id=ChIJpfCcAzd10BERH7QySIAubEc,
Poissonnerie Ivoire,,,"G46G+J5R Diaspora, satome base face nita",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Poissonnerie%20Ivoire&query_place_id=ChIJL7EJfQB10BER_mBk4izttPc,
RESTAURANT GNEBÉ,,,G46G+J5R,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=RESTAURANT%20GNEB%C3%89&query_place_id=ChIJlWxnKz510BERyfQwwGmnjgA,
Albarka,,,G46G+J5R,Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Albarka&query_place_id=ChIJuQmUURZ10BERci_6Nlnpe6A,
Rama restaurant,,,12345,Niamey,,NE,,+227 70 81 18 95,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Rama%20restaurant&query_place_id=ChIJ16TZFqV10BERBOo_CDJZLuA,
La Casbah,,,F4Q4+F82,Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=La%20Casbah&query_place_id=ChIJjb_oFf110BER2pJ0c_10khY,
Residence Diaspora,,,G46G+J5R,Riyad,,NE,,,Café et restaurant de grillades,https://www.google.com/maps/search/?api=1&query=Residence%20Diaspora&query_place_id=ChIJk77hzTJ10BERBVWCXFEciDc,
Restaurant Inna Manga,,,"G466+W99, Unnamed Road",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Inna%20Manga&query_place_id=ChIJWS0gV3N10BERJqZHqqz_iCk,
Deka Fast Food & Restaurant,,,dekaesperanzaalicialompo@gmail.com Sahelis.software@gmail.com,Niamey,,NE,,+227 94 35 00 11,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Deka%20Fast%20Food%20%26%20Restaurant&query_place_id=ChIJX_rIPZZ10BERZHP61_RXH9c,
Alio Salifou,,,G46G+J5R,Niamey,,NE,,+227 92 43 56 35,Pizzeria,https://www.google.com/maps/search/?api=1&query=Alio%20Salifou&query_place_id=ChIJQ-Z8zgV10BERygR8tAxzizw,
Hors d'oeuvre-Doukounou,,,"G43J+75G, RN25",Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Hors%20d'oeuvre-Doukounou&query_place_id=ChIJl4cF0DJ10BER965aZvXKtuk,
Diza collection,,,,98701500,,NE,,,Cuisine française moderne,https://www.google.com/maps/search/?api=1&query=Diza%20collection&query_place_id=ChIJvTLGza910BERSFWpk8A0tBg,
restaurant khadi chez idrissa,,,F3RQ+M3,Niamey,,NE,,,Café,https://www.google.com/maps/search/?api=1&query=restaurant%20khadi%20chez%20idrissa&query_place_id=ChIJCXV6Urx10BERwMUE45e8QeY,
Sandwich Dounia,,,G46F+86P,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Sandwich%20Dounia&query_place_id=ChIJ6aev8FJ10BERJTQCBY1lha0,
Milles délices saveurs,,,"Koubia keina, cisafinternationals@gmail.com",Koubia keina,,NE,,+227 82 22 05 26,Restaurant,https://www.google.com/maps/search/?api=1&query=Milles%20d%C3%A9lices%20saveurs&query_place_id=ChIJwQTVQIud2hERJrPo6bx6zTA,
MAHIS services,,,,Niamey,,NE,,+227 80 99 25 53,Tiffin center,https://www.google.com/maps/search/?api=1&query=MAHIS%20services&query_place_id=ChIJve7AvWKd2hERApUVkLtYJIY,
Hôtel 20-80,,,,Niamey,,NE,,,,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%2020-80&query_place_id=ChIJDzMBfVAL0BERNhZqrPViDyQ,
Meilleur Porc au Four Niamey,,,G3J7+8JX,Niamey,,NE,,+227 91 75 75 64,Restaurant de grillades,https://www.google.com/maps/search/?api=1&query=Meilleur%20Porc%20au%20Four%20Niamey&query_place_id=ChIJkxRzgaJ30BERXq3yyv-H0zM,
Les délices de Naisha,,,"non loin de la pharmacie Les jumelles, Centre aéré Derrière la fenifoot",Niamey,,NE,,+227 85 46 76 05,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Les%20d%C3%A9lices%20de%20Naisha&query_place_id=ChIJow2rY2Wf2hERVoGjAMsICMQ,
Tout Naturel,,,G3WJ+7CQ,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Tout%20Naturel&query_place_id=ChIJQXspFwCf2hERPk0A6Em7yro,
Restaurant harey baneh,,,777,Niamey,,NE,,+227 85 79 87 85,Sandwicherie,https://www.google.com/maps/search/?api=1&query=Restaurant%20harey%20baneh&query_place_id=ChIJWZBJSgef2hERFVCnooBHWQc,
Albek Food,,,G49M+W97,Niamey,,NE,,,Pizzeria,https://www.google.com/maps/search/?api=1&query=Albek%20Food&query_place_id=ChIJWZSDDgB10BER1LqtqwP5LJw,
Restaurant chez Françoise,,,G4HX+JQ2,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20chez%20Fran%C3%A7oise&query_place_id=ChIJcTzKJQAL0BERqMlj3Fn8RVQ,
French Tacos 2,,,"H37P+HXQ Face Pharmacie Centre aéré BCEAO, Boulevard Tanimoune",Niamey,,NE,,+227 90 86 54 86,Restauration rapide,https://www.google.com/maps/search/?api=1&query=French%20Tacos%202&query_place_id=ChIJL9g1WwCf2hERIL92MjoBQBw,
Caramel+ resto & café,,,H32G+QQC,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Caramel%2B%20resto%20%26%20caf%C3%A9&query_place_id=ChIJEamqbgCf2hERj4nbtAsP0LI,
AFRICA FOOD,,,G3VQ+QHX,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=AFRICA%20FOOD&query_place_id=ChIJoZ7fegCf2hERnnyNiciK2Dw,
Restaurent koirey,,,"G3FH+RV2, Av. de la Jeunesse",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurent%20koirey&query_place_id=ChIJzyk1oJF10BEREWsZ-Dj5TnQ,
Pause café,,,G3GR+47J,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Pause%20caf%C3%A9&query_place_id=ChIJuaPpCg910BERE_JXHlDt0r0,
Street Food Doukounou,,,H325+Q44 Koubia,Niamey,,NE,,+227 89 01 98 27,Restaurant de spécialités d'Afrique de l'Ouest,https://www.google.com/maps/search/?api=1&query=Street%20Food%20Doukounou&query_place_id=ChIJPcAbSQCd2hERxAu_1RVYvXg,
The Gill house,,,Château 8,Niamey,,NE,,+227 88 23 40 14,Restaurant,https://www.google.com/maps/search/?api=1&query=The%20Gill%20house&query_place_id=ChIJXXEdbT510BERitKsjHv3sZw,
Mariage Fayçal et Zeinabou,,,G3X9+34V,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Mariage%20Fay%C3%A7al%20et%20Zeinabou&query_place_id=ChIJiZKLfwCf2hER22coYEljm7E,
Cesar foodies,,,,Niamey,,NE,,+227 89 89 11 12,Restaurant,https://www.google.com/maps/search/?api=1&query=Cesar%20foodies&query_place_id=ChIJY7JN9Pmf2hERYsKuYIjvI_k,
Sani mai poulet,,,G3W7+QP5,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Sani%20mai%20poulet&query_place_id=ChIJ5Z_3BACd2hERFljatkdxeys,
Restaurant bonne appétit,,,G3PX+J5X,Niamey,,NE,,,Restaurant familial,https://www.google.com/maps/search/?api=1&query=Restaurant%20bonne%20app%C3%A9tit&query_place_id=ChIJC59XHgCf2hERsTLpEnCOXvM,
Pizza Kana Banizoumbou 2,,,G4XP+86X,Niamey,,NE,,+227 86 16 86 86,Restaurant,https://www.google.com/maps/search/?api=1&query=Pizza%20Kana%20Banizoumbou%202&query_place_id=ChIJWc6XEgCf2hERWYIpGjRAsyU,
Bon igname pilé,,,"G4CQ+CGH, Rue de la Femme",Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Bon%20igname%20pil%C3%A9&query_place_id=ChIJH8sGJEJ10BERA-TVa8aPNXY,
Haske Ga Dawa,,,H38G+QJG,Niamey,,NE,,+227 88 08 03 34,Restaurant,https://www.google.com/maps/search/?api=1&query=Haske%20Ga%20Dawa&query_place_id=ChIJ3aZEGwCf2hEROBPttSM7nbA,
Banana In Catering Service,,,,Niamey,,NE,,+227 70 70 51 51,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Banana%20In%20Catering%20Service&query_place_id=ChIJHa1TJbef2hERzqw6lDIuTFc,
Gilbert,,,G3VH+V93,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Gilbert&query_place_id=ChIJ398TC5Kf2hERAmupkXwkhsw,
Restaurant chez wayssou,,,G3XP+8M6,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Restaurant%20chez%20wayssou&query_place_id=ChIJh3h9Bcif2hER0jQI5guvBiU,
Restaurant SOP NABI,,,G3VP+JMH,Niamey,,NE,,+227 92 03 41 47,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Restaurant%20SOP%20NABI&query_place_id=ChIJB6VQ6e2f2hERpIF8RLzFkR4,
Restaurant bon Régal chez Reine,,,89 18 48 17,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20bon%20R%C3%A9gal%20chez%20Reine&query_place_id=ChIJFwI06jOd2hERWPf93oiQOWs,
Restaurant chez Awa,,,G3XW+8PH,Niamey,,NE,,+227 90 12 77 75,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20chez%20Awa&query_place_id=ChIJD0_7uLOf2hERrz-SxzA2ixo,
Les Saveurs de la côte,,,H495+474,Niamey,,NE,,+227 70 42 32 33,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Les%20Saveurs%20de%20la%20c%C3%B4te&query_place_id=ChIJ2-7l59Of2hERoeoZrtsYh9M,
Tima food,,,Bobiel,Niamey,,NE,,+227 91 88 88 88,Restaurant halal,https://www.google.com/maps/search/?api=1&query=Tima%20food&query_place_id=ChIJPUJaZj2f2hERI8Pcrj5cqAk,
Restaurant Niamey à Midi,,,G3MX+WG4,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Niamey%20%C3%A0%20Midi&query_place_id=ChIJi5M72lh10BER2m6XjoJx4ds,
Restaurant gourmand,,,G3JV+6VR,Niamey,,NE,,+227 95 88 43 19,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20gourmand&query_place_id=ChIJ1d113bN10BERSf7qF_XGaf4,
Itadakimass,,,Francophonie petite porte,Niamey,,NE,,+227 76 99 10 13,Restaurant de plats à emporter,https://www.google.com/maps/search/?api=1&query=Itadakimass&query_place_id=ChIJzYlNmsuf2hERre0iy52L4Wg,
Mareshall Food,,,"G3PV+MWX, Unnamed Road",Niamey,,NE,,+227 90 16 39 72,Restaurant servant le petit-déjeuner,https://www.google.com/maps/search/?api=1&query=Mareshall%20Food&query_place_id=ChIJOb7BHMif2hERulDvAsgZalU,
Restaurant Harey Bane,,,H446+7VG,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Harey%20Bane&query_place_id=ChIJU-xkMACf2hERxcvyTfbWNKQ,
Nomade Food,,,"G4F3+3Q4, Av. du Président Kalt Casten",Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Nomade%20Food&query_place_id=ChIJCRQDDwB10BERSmFjSMnJcRE,
IMAYEL FOODS et EPICES,,,"Niamey bobiel, Bp 8001",Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=IMAYEL%20FOODS%20et%20EPICES&query_place_id=ChIJ5YBRCM6f2hER4oruRiqGsM0,
Atassi,,,"G49F+V83, Boulevard de l'lndependance",Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Atassi&query_place_id=ChIJb8KTbQB10BERL1iUHZ-8x60,
Kanemgrill,,,227,Niamey,,NE,,+227 97 74 31 01,Restaurant,https://www.google.com/maps/search/?api=1&query=Kanemgrill&query_place_id=ChIJhTpKjP910BERC_TNjYcAB68,
O'Petit Gourmand,,,206,Niamey,,NE,,+227 76 24 67 00,Restaurant,https://www.google.com/maps/search/?api=1&query=O'Petit%20Gourmand&query_place_id=ChIJKU0sZjl10BERM3XxngbBZbY,
Assanie,,,G39W+XV2,Niamey,,NE,,+227 89 89 89 67,Restaurant,https://www.google.com/maps/search/?api=1&query=Assanie&query_place_id=ChIJN7YWZwB10BERXkE3bVIDAak,
Yasmin amadou,,,"Terminus, NB 83 Street",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Yasmin%20amadou&query_place_id=ChIJOcFQdAB10BERz2C57gYAzpg,
